Temp,Press
317,100045
317,100052
317,100060
317,100049
317,100046
317,100049
317,100048
317,100043
317,100048
317,100043
317,100045
317,100048
317,100051
317,100045
317,100045
317,100048
317,100054
317,100048
317,100048
317,100048
317,100048
317,100048
317,100043
317,100046
317,100048
317,100049
317,100049
317,100059
318,100053
317,100055
317,100046
317,100043
317,100043
317,100046
318,100050
318,100057
318,100045
318,100047
318,100047
318,100047
318,100045
318,100048
318,100051
318,100051
318,100051
318,100051
318,100051
318,100042
318,100049
318,100049
318,100042
318,100049
318,100049
318,100052
318,100046
318,100052
318,100040
318,100046
318,100050
318,100050
318,100050
318,100050
318,100043
318,100045
318,100050
318,100047
318,100047
318,100051
318,100044
318,100048
318,100048
318,100048
318,100045
318,100051
318,100045
318,100042
318,100051
318,100045
318,100045
318,100045
318,100045
318,100051
318,100049
318,100045
318,100043
318,100043
318,100046
318,100046
318,100046
318,100042
318,100044
318,100044
318,100051
318,100054
318,100045
319,100048
318,100051
318,100042
318,100048
318,100045
319,100045
319,100052
318,100045
319,100051
319,100048
319,100055
319,100049
319,100039
319,100043
319,100046
319,100052
319,100043
319,100043
319,100046
319,100055
319,100046
319,100057
319,100046
319,100047
319,100051
319,100051
319,100051
319,100054
319,100048
319,100054
319,100051
319,100051
319,100055
319,100054
319,100045
319,100048
319,100045
319,100045
319,100046
319,100055
319,100046
319,100052
319,100049
319,100043
319,100052
319,100049
319,100052
319,100055
319,100051
319,100046
319,100046
319,100056
319,100049
319,100048
319,100051
319,100051
319,100051
319,100057
319,100054
319,100048
319,100051
319,100054
319,100045
319,100048
320,100048
319,100045
320,100048
319,100048
320,100049
320,100052
320,100048
320,100053
320,100052
320,100046
320,100057
320,100050
320,100050
320,100053
320,100057
320,100050
320,100047
320,100050
320,100047
320,100051
320,100050
320,100054
320,100051
320,100045
320,100044
320,100048
320,100045
320,100051
320,100045
320,100061
320,100052
320,100055
320,100052
320,100058
320,100052
320,100048
320,100058
320,100052
320,100052
320,100052
320,100052
320,100049
320,100049
320,100049
320,100047
320,100053
320,100047
320,100052
320,100054
320,100047
320,100050
320,100047
320,100054
320,100051
320,100054
320,100045
320,100051
320,100051
320,100051
320,100051
320,100042
321,100054
321,100054
321,100051
321,100048
321,100051
321,100056
321,100051
321,100051
321,100048
321,100053
321,100050
321,100053
321,100053
321,100053
321,100053
321,100053
321,100047
321,100047
321,100050
321,100054
321,100044
321,100047
321,100051
321,100048
321,100050
321,100051
321,100054
321,100048
321,100048
321,100054
321,100045
321,100045
321,100051
321,100045
321,100052
321,100049
321,100049
321,100049
321,100046
321,100049
321,100049
321,100049
321,100046
321,100049
321,100053
321,100050
321,100053
321,100047
321,100057
321,100046
321,100047
321,100054
321,100054
321,100051
321,100048
321,100051
321,100054
321,100048
321,100051
321,100051
322,100052
321,100048
322,100046
322,100053
321,100048
321,100048
321,100042
322,100049
322,100053
322,100053
322,100043
322,100050
322,100053
322,100050
322,100051
322,100051
322,100051
322,100056
322,100057
322,100057
322,100054
322,100057
322,100054
322,100057
322,100048
322,100051
322,100048
322,100052
322,100045
322,100048
322,100046
322,100052
322,100049
322,100045
322,100050
322,100046
322,100050
322,100050
322,100053
322,100053
322,100047
322,100047
322,100047
322,100047
322,100047
322,100050
322,100044
322,100048
322,100051
322,100048
322,100048
322,100048
322,100042
322,100048
322,100048
322,100048
322,100051
322,100045
322,100048
322,100051
322,100051
322,100049
322,100048
322,100046
323,100053
322,100045
323,100050
323,100044
323,100056
323,100054
323,100053
323,100053
323,100050
323,100047
323,100047
323,100051
323,100054
323,100054
323,100048
323,100054
323,100052
323,100054
323,100052
323,100049
323,100051
323,100049
323,100045
323,100049
323,100052
323,100052
323,100053
323,100046
323,100049
323,100053
323,100053
323,100050
323,100050
323,100050
323,100047
323,100051
323,100051
323,100054
323,100048
323,100048
323,100050
323,100055
323,100048
323,100048
323,100045
323,100049
323,100052
323,100049
323,100048
323,100049
323,100052
323,100043
323,100046
323,100052
323,100043
323,100052
323,100050
323,100052
323,100052
323,100046
323,100049
323,100050
323,100047
324,100053
323,100047
323,100050
324,100054
323,100050
324,100051
324,100041
324,100049
324,100055
324,100048
324,100052
324,100048
324,100048
324,100045
324,100048
324,100048
324,100055
324,100055
324,100053
324,100047
324,100046
324,100052
324,100046
324,100050
324,100044
324,100050
324,100050
324,100044
324,100047
324,100044
324,100050
324,100047
324,100047
324,100047
324,100050
324,100050
324,100047
324,100054
324,100047
324,100047
324,100048
324,100048
324,100048
324,100048
324,100048
324,100048
324,100042
324,100055
324,100061
324,100055
324,100049
324,100052
324,100049
324,100055
324,100055
324,100052
324,100052
324,100055
324,100049
324,100049
324,100049
324,100050
324,100049
324,100052
325,100050
325,100050
324,100046
325,100054
325,100041
325,100044
325,100044
325,100047
325,100051
325,100048
325,100044
325,100057
325,100055
325,100048
325,100055
325,100055
325,100052
325,100052
325,100055
325,100048
325,100052
325,100061
325,100052
325,100045
325,100046
325,100052
325,100046
325,100050
325,100052
325,100046
325,100046
325,100051
325,100054
325,100051
325,100051
325,100051
325,100052
325,100048
325,100052
325,100051
325,100052
325,100055
325,100055
325,100055
325,100048
325,100055
325,100048
325,100062
325,100048
325,100055
325,100045
325,100052
325,100053
325,100059
325,100056
325,100056
325,100047
325,100053
326,100051
325,100053
325,100050
325,100056
326,100054
325,100053
325,100050
325,100050
325,100050
326,100055
326,100051
325,100047
326,100055
326,100052
326,100055
326,100049
326,100049
326,100049
326,100049
326,100049
326,100046
326,100046
326,100046
326,100046
326,100049
326,100046
326,100042
326,100047
326,100053
326,100043
326,100050
326,100050
326,100047
326,100041
326,100053
326,100054
326,100047
326,100047
326,100052
326,100052
326,100047
326,100049
326,100044
326,100049
326,100052
326,100051
326,100048
326,100049
326,100045
326,100049
326,100052
326,100046
326,100052
326,100045
326,100046
326,100049
326,100049
326,100050
326,100047
326,100047
326,100047
326,100051
326,100045
326,100054
326,100051
326,100048
326,100051
326,100051
326,100048
326,100044
326,100048
326,100048
327,100049
327,100055
327,100055
326,100048
327,100058
327,100058
327,100052
327,100049
327,100056
327,100052
327,100056
327,100049
327,100050
327,100053
327,100053
327,100053
327,100047
327,100056
327,100053
327,100050
327,100051
327,100051
327,100048
327,100045
327,100048
327,100045
327,100045
327,100042
327,100045
327,100058
327,100049
327,100045
327,100052
327,100048
327,100049
327,100046
327,100049
327,100046
327,100052
327,100055
327,100049
327,100046
327,100049
327,100052
327,100050
327,100049
327,100053
327,100047
327,100050
327,100047
327,100047
327,100044
327,100047
327,100047
327,100041
327,100047
327,100049
327,100044
327,100052
327,100052
327,100046
327,100049
327,100052
327,100049
328,100049
327,100049
328,100052
328,100052
328,100052
328,100049
328,100055
328,100046
328,100049
328,100052
328,100052
328,100055
328,100049
328,100039
328,100049
328,100047
328,100046
328,100053
328,100049
328,100047
328,100047
328,100054
328,100041
328,100051
328,100046
328,100050
328,100047
328,100051
328,100047
328,100047
328,100055
328,100055
328,100052
328,100048
328,100046
328,100049
328,100052
328,100049
328,100046
328,100049
328,100046
328,100049
328,100046
328,100046
328,100049
328,100049
328,100049
328,100043
328,100050
328,100049
328,100046
328,100050
328,100050
328,100050
328,100044
328,100044
328,100044
328,100044
328,100051
328,100051
328,100047
329,100055
328,100049
328,100048
328,100048
328,100049
329,100049
329,100052
329,100049
329,100049
329,100055
329,100040
329,100046
329,100052
329,100046
329,100049
329,100053
329,100046
329,100051
329,100047
329,100040
329,100051
329,100060
329,100048
329,100048
329,100051
329,100045
329,100048
329,100045
329,100051
329,100045
329,100045
329,100045
329,100049
329,100043
329,100052
